"annotation_id","annotator","created_at","id","lead_time","sector","short_description","title","updated_at"
118,"1","2025-01-29T05:55:20.026968Z",18,1.025,"Frontend","px을 rem으로 직관적으로 변환하기","{ font-size: 62.5% }","2025-01-29T05:55:20.026985Z"
119,"1","2025-01-29T05:55:21.175004Z",19,1.004,"Frontend","Virtual DOM(가상돔)을 Vanilla JS로 구현하고 배운 점과 리액트 렌더링 원리를 정리했습니다.","가상돔 Virtual DOM을 왜 사용할까요","2025-01-29T05:55:21.175016Z"
120,"1","2025-01-29T05:55:23.896032Z",20,2.619,"Frontend","useCookie 사용하지 않고 react-cookie 사용하기","[Axios] request interceptor에서 cookie 사용하기","2025-01-29T05:55:23.896050Z"
121,"1","2025-01-29T05:55:25.787376Z",21,1.762,"Backend","면접 질문에서 왜 자바 17을 쓰셨나요? 왜 21을 쓰셨나요?
너무 두려운 질문입니다...
""자바 버전이 그렇게 차이가 있는가? 내 서비스에 맞는 자바 버전은?""
이런 의문을 가지고 포스팅을 해보겠습니다.

가장 많이 쓰는 버전은?

    출처: https://new","[Java] Java & Spring boot 버전 뭘 선택해야 할까?","2025-01-29T05:55:25.787392Z"
122,"1","2025-01-29T05:55:28.242148Z",22,2.335,"etc","7개월간의 스타트업 백엔드 개발 인턴을 진행하며 맡은 업무와 성장한 점에 대한 후기를 작성합니다.","스타트업 백엔드 개발 인턴 후기","2025-01-29T05:55:28.242165Z"
123,"1","2025-01-29T05:55:35.336081Z",23,6.977,"Frontend","ISP의 핵심은 ""클라이언트가 자신이 사용하지 않는 메서드에 의존하면 안된다""는 것이다.앞서 뷰모델에 LSP 원칙을 적용하여, 변수와 함수를 따로 인터페이스로 분리했다. 여기에서 한번 더 나아가, QuoteViewModelActions와 QuoteViewModelSta","25.1.29 개발일지 - 리팩토링 3일차","2025-01-29T05:55:35.336100Z"
124,"1","2025-01-29T05:55:37.252904Z",24,1.807,"etc","삐약톤: 캠퍼스 대항전 회고입니다.","DevFest 2024 : 삐약톤 캠퍼스 대항전 우수상 후기","2025-01-29T05:55:37.252921Z"
125,"1","2025-01-29T05:55:40.064136Z",25,2.687,"Frontend","Promise는 자바스크립트에서 비동기 작업의 결과값을 처리하기 위해 설계된 객체입니다.예를 들어, 서버에서 데이터를 가져오거나 타이머를 기다리는 작업과 같은 비동기 작업을 더 직관적으로 관리할 수 있도록 만들어졌습니다.pending: 초기 상태, 작업이 아직 완료되지","[JavaScript] Promise: 비동기 프로그래밍을 위한 도구","2025-01-29T05:55:40.064157Z"
126,"1","2025-01-29T05:55:41.306384Z",26,1.122,"Frontend","웹 표준과 웹 접근성을 얼마나 이해하고 있는지 실습해봤습니다.","웹 표준과 웹 접근성, 나는 얼마나 잘 지키고 있을까?","2025-01-29T05:55:41.306402Z"
127,"1","2025-01-29T05:55:43.659116Z",27,2.227,"etc","제품을 만들기 위해 각자 다른 전문적인 능력을 갖춘 사람들이 모인 팀을 지칭.목적조직특정한 목적을 달성하기 위해 여러 직무의 사람들이 모인 팀.제품의 목표를 달성하기 위해 다양한 직무의 사람이 모여있는 팀이기 때문에속도가 빠르고 효율적.기능조직유사한 직무끼리 구성된 팀","TIL-3","2025-01-29T05:55:43.659131Z"
128,"1","2025-01-29T05:55:45.643291Z",28,1.866,"Frontend","디자인 툴, 비트맵과 벡터, 프로토타이핑 툴","[본캠프] d+3.","2025-01-29T05:55:45.643306Z"
129,"1","2025-01-29T05:55:47.610081Z",29,1.842,"Frontend","디자인 카타오늘의 토픽 - 가이드 텍스트 위치 어디에 노출하는 것이 더 유용할까요?선택 B안버튼이 아닌 가이드 영역에 별도 표기함으로 정보 기입 시 어떤 액션을 취해야 할 지 눈에 잘 띈다A안을 선택하지 않은 이유로는 CTA 버튼에 가이드 영역 활용 시 버튼이라는 인지","TIL_1W4D_컴포넌트 프로퍼티의 이해","2025-01-29T05:55:47.610097Z"
130,"1","2025-01-29T05:55:49.199371Z",30,1.411,"Frontend","리얼 메타포: 1990년대, IBM HCI 디자인팀에서 초보자들도 컴퓨터를 쉽게 이용할 수 있도록 실제 물건을 모방해 디자인한 것이 시초스큐어모피즘: 아이폰과 함께 등장한 양식플랫디자인: 2013년 애플이 iOS7에서 처음 선보인 GUI 양식뉴모피즘: 2020년부터 스","[TIL+17일차] UXUI 디자이너","2025-01-29T05:55:49.199389Z"
131,"1","2025-01-29T05:55:53.331863Z",31,4.008,"etc","여러 가지 사례를 상세하게 분류해 생각해 보고 도움이 될 만한 부분을 찾아보는 과정.레퍼런스 분석을 통해 스스로 생각하는 힘을 기를 수 있음.화면 구조 분석디자인 원칙 기반 분석인사이트 정리하기디지털 제품, 주로 앱이나 웹에서 자주 사용되는 디자인 요소.온보딩로딩검색 ","TIL-6","2025-01-29T05:55:53.331877Z"
132,"1","2025-01-29T05:55:55.039623Z",32,1.589,"Frontend","디자인 씽킹이란?
","[TIL+18일차] UXUI 디자인","2025-01-29T05:55:55.039643Z"
133,"1","2025-01-29T05:55:56.606190Z",33,1.443,"Frontend","

[사전캠프 당시의 TIL]

스타터 노트1
스타터 노트2

피그마는 제품을 만드는 모든 사람을 위한 디자인 툴이자 협업 도구

디스플레이는 웹사이트, 앱, 키오스크 등 디지털 화면을 뜻함, 이 디스플레이는 픽셀이라는 정말 작은 칸으로 이루어져있으며 크기가 한정되지 ","TIL_1W1D_피그마 본격적으로 둘러보기","2025-01-29T05:55:56.606210Z"
134,"1","2025-01-29T05:55:58.367577Z",34,1.644,"etc","안녕하세요 킴스캐슬입니다:-)저저번 글이었나요...? 다음번에는 실수관련된 글을 적겠다고 말씀드렸었는데 나름의 정리가 끝이난거같아서 적어보려합니다저는 개인적으로 개발하는데있어서 만큼은 iOS개발자가 iOS개발을 잘하면 크게 문제가 없지 않을까라는 생각을 했었던것같습니다","신입 개발자의 실수 모음집.pdf","2025-01-29T05:55:58.367594Z"
135,"1","2025-01-29T05:56:00.006843Z",35,1.512,"etc","지난 기간의 성장을 그린 일기입니다~","250117 🍀 그린 ","2025-01-29T05:56:00.006873Z"
136,"1","2025-01-29T05:56:01.439444Z",36,1.316,"Frontend","정의한 문제를 해결할 다양한 아이디어를 내고, 적합한 아이디어를 선택하는 과정.1\. HMW(How Might We?)\->  무엇?'만약 ~할 수 있다면 어떨까?' 라고 질문하고, 가정과 상상 속에서 아이디어를 이끌어 내는 방법언제?새로운 방식으로 아이디어를 떠올려 ","[TIL+19일차] UXUI 디자인","2025-01-29T05:56:01.439465Z"
137,"1","2025-01-29T05:56:05.477291Z",37,3.919,"CS","코테를 시작하면서 무엇을 먼저 해야할지 도무지 감이 잡히질 않았다사이트 고민부터 언어 선택까지 참 별 고민을 많이 했던 거 같다사실 백준을 고른 이유는 그냥 준이 들어간게 마음에 들어서였고자바를 고른 이유는 백엔드하는 김에 좀 멋져보여서 였다이런 저런 이유를 많이 대고","단계별 풀어보기 - 알고리즘으로 넘어가기 전까지","2025-01-29T05:56:05.477310Z"
138,"1","2025-01-29T05:56:09.903864Z",38,4.305,"CS","이제는 너무 유명해서 옆집 꼬마 김민재(9)까지도 안다는 클로저...실무에서는 어떻게 쓸 수 있을까요?","당신이 클로저를 알아야하는 이유","2025-01-29T05:56:09.903883Z"
139,"1","2025-01-29T05:56:11.747341Z",39,1.672,"Frontend","useSearchParam","[Next App Router] 앱라우터에서 router.query migration하기 ","2025-01-29T05:56:11.747361Z"
140,"1","2025-01-29T05:56:13.245856Z",40,1.371,"Frontend","미들웨어를 이용한 사용자 경험개선하기 !","Next.js 미들웨어로 사용자 경험(UX) 개선하기","2025-01-29T05:56:13.245876Z"
141,"1","2025-01-29T05:56:14.886996Z",41,1.52,"Frontend","
안녕하세요! Inhu 프로젝트의 기획과 디자인을 맡은 너진입니다 🥸
오늘은 Inhu 프로젝트에서 구축한 디자인 시스템 이야기를 해볼려고 합니다! 쉽지 않은 디자인 시스템.. 진짜 쉽지 않음..

🔵 사이드 프로젝트에서 디자인 시스템 꼭 필요할까?
여러분은 사이드 프로젝트에서 어느 레벨의 디자인 시스템을 구축하시나요?
저는 사실 디자인 시스템을 만들고 ...","사이드 프로젝트에서의 디자인 시스템","2025-01-29T05:56:14.887016Z"
142,"1","2025-01-29T05:56:17.495537Z",42,2.473,"CS","1) 목적 : 나라별 메달 개수를 입력하는 input에 음수가 입력될 경우를 고려한 유효성 검사 추가2) 구현 방법 : input의 내장된 min 속성 을 활용해 최소값 할당3) 이슈 내용 : 해당 속성만으로는 완벽한 제어가 불가능함. 화살표를 클릭해 숫자를 늘리고 줄","개발자가 input[type=""number""]를 싫어하는 이유","2025-01-29T05:56:17.495555Z"
143,"1","2025-01-29T05:56:19.800261Z",43,2.182,"Frontend","1) UXUI란 무엇인가?위 사진으로 UX와 UI를 표현 할 것이다.시리얼을 먹기 위해서 필요한 도구들을 UI(그릇과 수저)시리얼을 먹을 지 고민하는 것을 시작으로 그릇에 부으면서 나는 냄새, 그리고 씹으면서 질감과 맛을 느끼고, 배는 점점 차는 이 과정을 UX라고 합","[TIL+16일차] UXUI 디자인- 본 캠프 시작","2025-01-29T05:56:19.800288Z"
144,"1","2025-01-29T05:56:26.106251Z",44,6.189,"Frontend","디자인 카타
오늘의 토픽 - 점수 평가에 사용할 컴포넌트, 사용성에 어떤 차이가 있을까요?

선택 B안
둘의 디자인을 놓고 보았을 때 주목도가 높은 것이 B안이라고 판단
대중적으로 라디오 버튼을 사용하는 빈도가 높은 것을 반영

A안을 선택하지 않은 이유로는 주목도가 ","TIL_1W2D_프레임과 컨스트레인트","2025-01-29T05:56:26.106266Z"
145,"1","2025-01-29T05:56:28.591638Z",45,2.363,"Backend","JDK 21 가상 스레드 🤔","[Java] Java 21: Virtual Thread","2025-01-29T05:56:28.591660Z"
146,"1","2025-01-29T05:56:30.625537Z",46,1.929,"Frontend","UX/UI의 의미, UX/UI 디자이너의 역할, 디자인 가이드라인, UX/UI 디자인 트렌드","[본캠프] d+1.","2025-01-29T05:56:30.625547Z"
147,"1","2025-01-29T05:56:33.468264Z",47,2.736,"DevOps","Pod Readiness Gate를 활용하여 안정적인 애플리케이션 배포 전략을 세울 수 있습니다.","[EKS] Pod ReadinessGate ","2025-01-29T05:56:33.468299Z"
148,"1","2025-01-29T05:56:35.345377Z",48,1.759,"Frontend","기존대비 FCP는 45.5%, LCP는 30.% 개선하여 모두 0초대로 앞당겼다. 어떻게 가능했을까?","FCP와 LCP 최적화를 통한 렌더링 속도 개선","2025-01-29T05:56:35.345396Z"
149,"1","2025-01-29T05:56:37.202172Z",49,1.738,"CS","“Hello, World!”라는 단순한 한 줄 코드에 담긴 깊은 이야기와 재미난 사실들! 🤩  1972년, 벨 연구소의 컴퓨터 과학자 브라이언 커니핸(Brian Kernighan)이B 언어 튜토리얼에서 처음 사용한 문구야.그 전까지는 ""TEST"", ""RUN"", ""12","🚀 Hello, World! - 모든 프로그래밍의 첫인사 🌍👨‍💻","2025-01-29T05:56:37.202190Z"
150,"1","2025-01-29T05:56:41.022471Z",50,3.7,"Frontend","논리적으로 제품을 만들 수 있도록 도와주는 프레임워크 중 하나5단계의 프로세스는 1-5 한 방향으로만 흐르지 않음빠른시간에 논리적으로 아이디어를 만들 수 있는 도구사용자를 완벽히 이해하기 위한 수단 > 공감하기공감대를 형성해 사용자의 충족되지않은 욕구와 불편한점을 파악","[ UXUI부트캠프 2일차]디자인 씽킹 5단계","2025-01-29T05:56:41.022484Z"
151,"1","2025-01-29T05:56:42.434470Z",51,1.296,"etc","전공자의 LG 유플러스 유레카 2기 합격 후기","🖋 LG 유플러스 유레카 2기 합격 회고","2025-01-29T05:56:42.434494Z"
152,"1","2025-01-29T05:56:44.487256Z",52,1.932,"AI","OpenAI의 Computer-Using Agent(CUA)와 Operator의 주요 기능 및 활용 사례를 소개하며, 이들의 혁신적 기술과 안전성을 강조합니다.
","[OpenAI] Introduction to Operator & Agents : Computer-Using Agent","2025-01-29T05:56:44.487274Z"
153,"1","2025-01-29T05:56:46.356146Z",53,1.757,"Frontend","13.1 스코프

var키워드로 선언된 변수는 같은 스코프 내에서 중복 선언이 허용된다.

13.2 스코프의 종류

전역과 지역 2가지
전역
    전역은 전역스코프를 만든다.
    전역변수는 어디서든지 참조할 수 있다.
지역
    지역이란 함수 몸체 내부를 의미
    지역은 지역스코프를 만든다.
    지역변수는 자신의 지역 스코프와 하위 지역 스코...","[JS딥다이브] 스코프","2025-01-29T05:56:46.356162Z"
154,"1","2025-01-29T05:56:47.554201Z",54,1.078,"AI","스타게이트 프로젝트 이미지AI 연구의 새로운 지평을 열어줄 ""스타게이트 프로젝트""가 화제입니다!오라클 ☁️, 오픈AI 🤖, 소프트뱅크 💰가 손을 잡고 만들어가는 초대형 프로젝트,지금까지 공개된 정보를 모아봤어요! 👀차세대 AI 개발을 위한 초대형 데이터 센터 구축","🚀 스타게이트 프로젝트: AI의 미래를 여는 초대형 계획 🌌","2025-01-29T05:56:47.554226Z"
155,"1","2025-01-29T05:56:49.580303Z",55,1.903,"Frontend","사용자가 어떤 제품이나 서비스를 이용하면서 느끼는 총체적인 경험.화면의 전체적인 구조와 시각적인 요소들을 디자인 하는 것.HCI(Human Computer Interaction)CXBX화면의 전체적인 구조와 시각적인 요소들을 디자인 하는 사람.GUI디자이너라고도 함.사","TIL-1","2025-01-29T05:56:49.580322Z"
156,"1","2025-01-29T05:56:51.042228Z",56,1.341,"AI","📝 이번 포스트는 ""Rethinking the Inception Architecture for Computer Vision"" 논문에 대해 알아보도록 하겠습니다.","[논문리뷰] Rethinking the Inception Architecture for Computer Vision","2025-01-29T05:56:51.042243Z"
157,"1","2025-01-29T05:56:54.976902Z",57,3.818,"CS","🦁 Abstract
오늘은 enumerate, formating, Inheritance, 커스텀 메소드에 대해 배웠다. 저번부터 든 생각인데 파이썬은 내장 함수가 참 많은것 같다.. 확실히 다양한 메서드가 있어 편리하지만 동시에 복잡하고 어수선한 느낌이 있다..","[TIL] 14일차 enumerate, formating, Inheritance, 커스텀 메소드","2025-01-29T05:56:54.976919Z"
158,"1","2025-01-29T05:56:58.654984Z",58,3.572,"Frontend","사용성(UX)에 대한 주관적인 의견을 기록한 글입니다.구체적인 근거조차 빈약한 주관적 의견이므로 반박시 여러분의 말씀이 맞습니다.나는 학생창업으로 스타트업 대표 명함도 만들어봤고, 졸업 후에는 PM으로 정식 커리어를 시작했다. 그리고 우연한 기회에 개발자로 전향하여 지","주저리) '유저 사용성(UX)'은 타협할 수 없는 성역일까","2025-01-29T05:56:58.655002Z"
159,"1","2025-01-29T05:57:01.151895Z",59,2.378,"Frontend","🎯오늘의 목표(오류 수정)

기타1. 바텀탭이 화면을 가림 수정
기타2. 시간을 한국시간으로 수정
기타3. 장바구니에 아이템 0개 일때 다음 화면으로 이동 불가능하게 수정

🎯기타1. 바텀탭이 화면을 가림 수정

SafeAreaView 사용
SafeAreaView를","캠퍼스커피 프로젝트 - 오류 수정하기","2025-01-29T05:57:01.151915Z"
160,"1","2025-01-29T05:57:03.933987Z",60,2.666,"Backend","안녕하세요! 🌟 스프링 부트(Spring Boot)로 멋진 CRUD 애플리케이션을 만들어보는 여정을 함께 떠나볼까요? 🚀✨ 여기서는 Gradle을 사용하여 프로젝트를 설정하고, Spring Web, Spring Data JPA, H2 Database를 활용한 CRU"," 스프링 부트 쉽게 이해! 🌱🚀: 쉽고 빠른 CRUD 애플리케이션 만들기","2025-01-29T05:57:03.934013Z"
161,"1","2025-01-29T05:57:06.877777Z",61,2.822,"etc","이 글은 로버트 C. 마틴의 『Clean Code』 10장까지 읽으며 느낀 점과 유익한 내용을 기록한 포스트입니다.","Clean Code 읽으며 배운 것들 (1부)","2025-01-29T05:57:06.877794Z"
162,"1","2025-01-29T05:57:08.672740Z",62,1.672,"AI","GPT Canvas에서 발생하는 LaTeX 수식 렌더링 문제를 해결하기 위한 현실적인 방법과 대안을 소개합니다. Markdown 문법과 충돌을 피하며 수식을 보존하는 방안을 확인하세요!","[꿀팁] GPT Canvas에서 LaTeX 수식 랜더링 문제 및 해결 방법","2025-01-29T05:57:08.672759Z"
163,"1","2025-01-29T05:57:11.070001Z",63,2.236,"Backend","코틀린 코루틴의 생성, 실행 그리고 종료까지 그림과 코드로 알아보자!","Kotlin Coroutine: 코루틴의 일대기(Deep Dive)
","2025-01-29T05:57:11.070018Z"
164,"1","2025-01-29T05:57:12.936329Z",64,1.769,"Frontend","최근 사이드 프로젝트를 진행하며 ESLint 설정을 통해 개발 정책을 구체화하였다. 하지만, ESLint 설정을 구체화하더라도 이를 지키지 않으면 무용지물이 아닌가? 특히 개발 막바지로 갈수록 코드의 품질보다 기능 구현에 급급해 ESLint 규칙에 점점 소흘해져 가는 ","husky로 ESLint 연동하기: 코드 오류, 이제 commit 전에 막는다!(husky v9)","2025-01-29T05:57:12.936345Z"
165,"1","2025-01-29T05:57:14.351122Z",65,1.296,"Frontend","RoundedRectangle은 가라..","UIBezierPath로 둥근 오각형 만들기","2025-01-29T05:57:14.351136Z"
166,"1","2025-01-29T05:57:18.418391Z",66,3.947,"etc","안녕하세요
본 글은 NHN 클라우드의 오프라인 무료 일일 교육에 참여하여 수료하고 온 후기입니다

교육 신청 방법
아래의 NHN 클라우드 교육 센터 사이트에서 언제든 신청할 수 있습니다
https://www.nhncloud.com/kr/edu

교육 난이도별로 BASI","[교육] 'NHN 클라우드로 kubernetes 기초 다지기' 참여 후기(feat. NKS 클러스터)","2025-01-29T05:57:18.418408Z"
167,"1","2025-01-29T05:57:20.681672Z",67,2.137,"etc","오늘은 어제 배운 강의를 바탕으로 움직이는 액터들을 만들어 보았다. 선형으로 이동하는 액터, Sin을 활용해서 자연스럽게 반복이동과 제자리 회전하는 액터, 게임 시작후 3초 뒤에 스폰되어 10초동안 중심점을 기준으로 회전이동한 뒤 사라지는 액터를 구현해보았다.

1. ","Unreal Actor Class(2)","2025-01-29T05:57:20.681686Z"
168,"1","2025-01-29T05:57:22.612867Z",68,1.812,"etc","자바를 시작했다!!학부 때 그렇게 피하던 자바였는데..오랜만이다.. 자바야.. 🥲아쉬웠던 점과 부족했던 점을 둘 다 쓰려니 자꾸 자기반성 글만 되는 것 같아부족했던 점을 계획으로 바꿨다.블로그에 계획을 언급해서.. 내가 해야 할 일을 상기시켜줘야겠다.Intellij ","[한화시스템 BEYOND SW 캠프] 14기 4주차 회고","2025-01-29T05:57:22.612890Z"
169,"1","2025-01-29T05:57:30.059081Z",69,7.346,"Backend","이번에 회사에서 서비스 런칭을 하게 되면서, 담당으로 맡아 개발 하게 된 기능들이 있다.그 기능들 중에 개발 하면서 가장 재미도 있었고, 나름대로 어려움이 있었던 기능인 랜덤 닉네임 생성 기능에 대해서 이야기 해보고자 한다","랜덤 닉네임 기능 생성기","2025-01-29T05:57:30.059093Z"
170,"1","2025-01-29T05:57:31.860036Z",70,1.692,"Frontend","


코딩해듀오 서비스는 개발과 동시에 사용해야 해서 중간마다 시간을 확인하기 번거롭다는 피드백이 있었다. 기존의 코딩해듀오 서비스에서는 이러한 번거로움을 해결하기 위해 다음과 같이 title 에 남은 타이머 시간을 넣어 확인할 수 있도록 구현했다.


이렇게 어느정도는 해결할 수 있었지만 만약 사용자의 탭이 많이 열려있다면 탭의 크기가 작아져 확인할 수 ...","Document PIP로 다른 창으로 이동해도 떠 있는 타이머 구현하기","2025-01-29T05:57:31.860053Z"
171,"1","2025-01-29T05:57:34.082028Z",71,2.095,"Backend","JPA 다지기 첫 번째는 'JDBC 이해'입니다.","Part 1. JDBC 이해","2025-01-29T05:57:34.082044Z"
172,"1","2025-01-29T05:57:41.664136Z",72,7.465,"Frontend","현 프로젝트에서 React Query로 API 호출 로직을 리팩토링하면 다음과 같은 이점이 있습니다:자동 캐싱 및 무효화:React Query는 API 데이터를 캐싱하여 중복 호출을 방지합니다.특정 조건에서 캐시를 자동으로 무효화하여 최신 상태를 유지할 수 있습니다.캐"," React Query API 관리 리팩토링","2025-01-29T05:57:41.664153Z"
173,"1","2025-01-29T05:57:45.221694Z",73,3.43,"Frontend","""나는 한 줄 코드만 쳤는데, 경고창이 뙇! 브라우저가 다 해주는 이유는?""""코드를 분명 몇 줄 안 쳤는데 왜 이렇게 많은 걸 해주지??""안녕하세요! ☕️ 오늘도 커피 한 잔 홀짝이며 삽질과 깨달음을 반복하는 🧑‍💻 (자칭) 매직 개발자입니다.이번엔 자바스크립트로 ","개발자가 직접 안 만들었는데도 돌아가는 기능?!  ","2025-01-29T05:57:45.221708Z"
174,"1","2025-01-29T05:57:47.076983Z",74,1.729,"DevOps","컨테이너화된 애플리케이션을 배포, 관리, 확장하는 데 사용되는 오픈 소스 플랫폼.","Kubernetes 기본 개념: 클러스터, 노드, 파드","2025-01-29T05:57:47.077004Z"
175,"1","2025-01-29T05:57:51.086420Z",75,3.901,"etc","Mediator 패턴에 대해 알아보고 이를 Observer 패턴과 조합하여 사용하는 것도 알아보자","[UE-5] Mediator 디자인 패턴","2025-01-29T05:57:51.086430Z"
176,"1","2025-01-29T05:57:53.759018Z",76,2.517,"etc","스크립트 자동 실행을 시켜주는 셔뱅, 당신은 제대로 알고 있는가? 모른다면 들어와서 읽어봐라","스크립트 자동 실행 - 셔뱅(SheBang)","2025-01-29T05:57:53.759031Z"
